CODE,Snomed,Loinc,Name,UZ,RU,EN,
cancr0031.00073,,,,Birovning qaramogida,Иждивенец,Dependent,
cancr0031.00074,,,,Nafaqaxo'r,Пенсионер,Pensioner,
Характер операции,,,,,,,
cancr0032.00001,255612005,,Radical (qualifier value),Radikal,Радикальная,Radical,
cancr0032.00002,362964009,,Palliative procedure (procedure),Palliativ,Паллиативная,Palliative,
cancr0032.00003,,,,Sitoreduktiv,Циторедуктивная,Cytoreductive,
cancr0032.00004,264931009,,Symptomatic (qualifier value),Semptomatik,Симптоматическая,Symptomatic,
cancr0032.00005,261004008,,Diagnostic intent (qualifier value),Diagnostik,Диагностическая,Diagnostic,
Тип операции,,,,,,,
cancr0033.00001,,,,Laparoskopik,Лапароскопическая,Laparoscopic,
cancr0033.00002,,,,Laparoskopik emas,Не лапароскопическая,Not laparoscopic,
Характер лучевой терапии,,,,,,,
cancr0034.00001,262068006,,Preoperative (qualifier value),Operatsiyadan oldingi,Предоперационное,Preoperative,
cancr0034.00002,277671009,,Intraoperative (qualifier value),Intraoperativ,Интраоперационное,Intraoperative,
cancr0034.00003,,,,Operatsiyadan keyingi,Послеоперационное,Postoperative,
cancr0034.00004,,,,O'z-o'zidan radikal,Самостоятельное радикальное,Independent radical,
cancr0034.00005,,,,Mustaqil palliativ,Самостоятельное паллиативное,Independent palliative,
cancr0034.00006,,,,Mustaqil simptomatik,Самостоятельное симптоматическое,Independent symptomatic,
cancr0034.00007,,,,Operatsiyadan oldingi va operatsiyadan keyingi,Предоперационное и послеоперационное,Preoperative and postoperative,
cancr0034.00008,,,,Profilaktik (residivga qarshi),Профилактическое (противорецидивное),Preventive (anti-relapse),
Тип воздействия,,,,,,,
cancr0035.00001,246132006,,Distance (qualifier value),Masofadan,Дистанционное,Remote,
cancr0035.00002,169291001,,X-ray beam therapy (procedure),Rentgen terapiyasi,Рентгенотерапия,X-ray therapy,
cancr0035.00003,373863008,,Intracavitary (qualifier value),Bo'shliq ichi,Внутриполостное,Intracavitary,
cancr0035.00004,,,,Interstitsial,Внутритканевое,Intratissue,
cancr0035.00005,410619003,,Application (procedure),Ilova,Аппликационное,Application,
cancr0035.00006,264045001,,Intraluminal (qualifier value),Intraluminal,Внутрипросветное,Intraluminal,
Зона воздействия,,,,,,,
cancr0036.00001,,,,Asosiy e'tibor,Основной очаг,Primary focus,
cancr0036.00002,,,,Mintaqaviy MTS,Регионарные MTS,Regional MTS,
cancr0036.00003,,,,Masofaviy MTS,Отдаленные MTS,Distant MTS,
cancr0036.00004,,,,Asosiy e'tibor + mintaqaviy MTS zonalari,Основной очаг + зоны регионарных MTS,Primary focus + regional MTS zones,
cancr0036.00005,,,,Asosiy e'tibor + mintaqaviy MTS zonalari + uzoq MTS zonalari,Основной очаг + зоны регионарных MTS + зоны отдаленных MTS ,Primary focus + regional MTS zones + distant MTS zones,
cancr0036.00006,,,,Mumkin masofaviy MTS,Возможные отдаленные MTS,Possible distant MTS,
Модификаторы,,,,,,,
cancr0037.00001,,,,Radio himoyachilari,Радиопротекторы,Radioprotectors,
cancr0037.00002,,,,Radiosensibilizatorlar,Радиосенсибилизаторы,Radiosensitizers,
cancr0037.00003,,,,Mahalliy mikroto'lqinli gipertermiya,Локальная СВЧ-гипертермия,Local microwave hyperthermia,
cancr0037.00004,,,,Baroterapiya,Баротерапия,Barotherapy,
cancr0037.00005,,,,Umumiy gipertermiya + sun'iy giperglikemiya + poliximoterapiya,Общая гипертермия + искусственная гипергликемия + полихимиотерапия,General hyperthermia + artificial hyperglycemia + polychemotherapy,
Противоопухолевые онкологические препараты,,,,,,,
cancr0038.00001,371014004,,Asparaginase (substance),L.Asparginaza,L.Аспаргиназа,L.Asparginase,
cancr0038.00002,,,,Aktinomisin,Актиномицин,Actinomycin,
cancr0038.00003,386923005,,Amifostine (substance),Amifostin,Амифостин,Amifostine,
cancr0038.00004,386910003,,Anastrozole (substance),Anastrazol,Анастразол,Anastrozole,
cancr0038.00005,409406007,,Bevacizumab (substance),Bevasizumab,Бевацизумаб,Bevacizumab,
cancr0038.00006,428012008,,Bendamustine (substance),Bendamustin,Бендамустин,Bendamustine,
cancr0038.00007,386908000,,Bicalutamide (substance),Bikalutamid,Бикалутамид,Bicalutamide,
cancr0038.00008,372843005,,Bleomycin (substance),Bleomitsin,Блеомицин,Bleomycin,
cancr0038.00009,407097007,,Bortezomib (substance),Bortezomib,Бортезомиб,Bortezomib,
cancr0038.00010,387051009,,Vinblastine (substance),Vinblastin,Винбластин,Vinblastine,
cancr0038.00011,387126006,,Vincristine (substance),Vinkristin,Винкристин,Vincristine,
cancr0038.00012,372541004,,Vinorelbine (substance),Vinorelbin,Винорельбин,Vinorelbine,
cancr0038.00013,386920008,,Gemcitabine (substance),Gemsitabin,Гемцитабин  ,Gemcitabine,
cancr0038.00014,407100002,,Gefitinib (substance),Gefitinib,Гефитиниб,Gefitinib,
cancr0038.00015,387314007,,Hydroxycarbamide (substance),Gidroksiureya,Гидроксимочевина,Hydroxyurea,
cancr0038.00016,108771008,,Goserelin (substance),Goserelin,Госерелин,Goserelin,
cancr0038.00017,387441003,,Dacarbazine (substance),Dakarbazin,Дакарбазин,Dacarbazine,
cancr0038.00018,423658008,,Dasatinib (substance),Dasatinib,Дасатиниб,Dasatinib,
cancr0038.00019,372715008,,Daunorubicin (substance),Daunorubitsin,Даунорубицин,Daunorubicin,
cancr0038.00020,372817009,,Doxorubicin (substance),Doksorubitsin,Доксорубицин,Doxorubicin,
cancr0038.00021,428681007,,Doxorubicin liposome (substance),Doksorubitsin liposomali,Доксорубицин липосомальный,Doxorubicin liposomal,
cancr0038.00022,386918005,,Docetaxel (substance),Dosetaksel,Доцетаксел,Docetaxel,
cancr0038.00023,395926009,,Zoledronic acid (substance),Zoledronik kislota,Золедроновая кислота,Zoledronic acid,
cancr0038.00024,96287002,,Ibandronate (substance),Ibandronat,Ибандронат,Ibandronate,
cancr0038.00025,414460008,,Imatinib (substance),Imatinib,Иматиниб,Imatinib,
cancr0038.00026,45754009,,Interferon alfa (substance),Interferon alfa,Интерферон Альфа,Interferon Alfa,
cancr0038.00027,372538008,,Irinotecan (substance),Irinotekan,Иринотекан,Irinotecan,
cancr0038.00028,,,,Ifosfamid + Mesna,Ифосфамид+Месна,Ifosfamide+Mesna,
cancr0038.00029,126223008,,Calcium folinate (substance),Kaltsiy folinat,Кальциумфолинат,Calciumfolinate,
cancr0038.00030,386906001,,Capecitabine (substance) ,Kapesitabin,Капецитабин,Capecitabine,
cancr0038.00031,386905002,,Carboplatin (substance),Karboplatin,Карбоплатин,Carboplatin,
cancr0038.00032,386916009,,Cladribine (substance),Kladribin,Кладрибин,Cladribine,
cancr0038.00033,425820005,,Lapatinib (substance),Lapatinib,Лапатиниб,Lapatinib,
cancr0038.00034,396065004,,Folinic acid (substance),Leykovorin,Лейковорин,Leucovorin,
cancr0038.00035,421471009,,Lenalidomide (substance),Lenalidomid,Леналидомид,Lenalidomide,
cancr0038.00036,386911004,,Letrozole (substance),Letrozol,Летрозол,Letrozole,
cancr0038.00037,70562007,,Leuprorelin acetate (substance),Leyprolid asetat,Леупролидацетат,Leuprolide acetate,
cancr0038.00038,387227009,,Lomustine (substance),Lomustin,Ломустин,Lomustin,
cancr0038.00039,387297002,,Melphalan (substance) ,Melfalan,Мелфалан,Melphalan,
cancr0038.00040,387381009,,Methotrexate (substance),Metotreksat,Метотрексат,Methotrexate,
cancr0038.00041,395814003,,Oxaliplatin (substance),Oksaliplatin,Оксалиплатин,Oxaliplatin,
cancr0038.00042,109053000,,Octreotide (substance),Oktreotid,Октреотид,Octreotide,
cancr0038.00043,387374002,,Paclitaxel (substance),Paklitaksel,Паклитаксел,Paclitaxel,
cancr0038.00044,385544005,,Pegfilgrastim (substance),Pegfilgrastim,Пегфилграстим,Pegfilgrastim,
cancr0038.00045,409159000,,Pemetrexed (substance),Pemetrexed,Пеметрексед,Pemetrexed,
cancr0038.00046,387474003,,Procarbazine (substance),Prokarbazin,Прокарбазин,Procarbazine,
cancr0038.00047,386919002,,Rituximab (substance),Rituximab,Ритуксимаб,Rituximab,
cancr0038.00048,422042001,,Sorafenib (substance),Sorafenib,Сорафениб,Sorafenib,
